episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,324.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.99665734730661,0.7500249029544648,[-11.99665734730661, 0.7500249029544648],0.0,False,True,28.797139282354195,34,17.709159380834848,29.538,pause,1.2800000000000011
0,325.0,7.416287573404277,2.06698208327705,102.19413297879855,-11.996623396669747,0.750024449043849,[-11.996623396669747, 0.750024449043849],0.0,False,True,28.797139282354195,34,17.709159380834848,29.601,pause,1.2170000000000023
0,326.0,7.4161701528843516,2.0679487688738227,102.1912777275102,-11.996641661884496,0.7500251601995842,[-11.996641661884496, 0.7500251601995842],0.0,False,True,28.797139282354195,34,17.709159380834848,29.669,pause,1.149000000000001
0,327.0,7.416306498618958,2.0669852706768683,102.2157792969247,-11.9965460911626,0.7500239044438786,[-11.9965460911626, 0.7500239044438786],0.0,False,True,28.797139282354195,34,17.709159380834848,29.733,pause,1.0850000000000009
0,328.0,7.4162464975162194,2.067518427627331,102.20109519239857,-11.996567911090096,0.7500242177047767,[-11.996567911090096, 0.7500242177047767],0.0,False,True,28.797139282354195,34,17.709159380834848,29.805,pause,1.0130000000000017
0,329.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996545431087725,0.7500238778266066,[-11.996545431087725, 0.7500238778266066],0.0,False,True,28.797139282354195,34,17.709159380834848,29.874,pause,0.9440000000000026
0,330.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996553274453618,0.7500239219625655,[-11.996553274453618, 0.7500239219625655],0.0,False,True,28.797139282354195,34,17.709159380834848,29.938,pause,0.8800000000000026
0,331.0,7.416188036773722,2.0677454567859987,102.18239239518351,-11.996590143826324,0.7500239120563492,[-11.996590143826324, 0.7500239120563492],0.0,False,True,28.797139282354195,34,17.709159380834848,30.004,pause,0.8140000000000001
0,332.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.99659854642232,0.7500240738627326,[-11.99659854642232, 0.7500240738627326],0.0,False,True,28.797139282354195,34,17.709159380834848,30.069,pause,0.7490000000000023
0,333.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996580057777464,0.7500239683849941,[-11.996580057777464, 0.7500239683849941],0.0,False,True,28.797139282354195,34,17.709159380834848,30.138,pause,0.6799999999999997
0,334.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.9965778234764,0.7500241027228185,[-11.9965778234764, 0.7500241027228185],0.0,False,True,28.797139282354195,34,17.709159380834848,30.203,pause,0.615000000000002
0,335.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.9965861660894,0.7500239888649958,[-11.9965861660894, 0.7500239888649958],0.0,False,True,28.797139282354195,34,17.709159380834848,30.269,pause,0.549000000000003
0,336.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996630064211786,0.7500242924106715,[-11.996630064211786, 0.7500242924106715],0.0,False,True,28.797139282354195,34,17.709159380834848,30.34,pause,0.47800000000000153
0,337.0,7.416354969250352,2.06713607405187,102.18228145947492,-11.996629564702744,0.7500244853326876,[-11.996629564702744, 0.7500244853326876],0.0,False,True,28.797139282354195,34,17.709159380834848,30.406,pause,0.4120000000000026
0,338.0,7.416275683374435,2.067327259079858,102.19688423741685,-11.996635084185982,0.7500242500682361,[-11.996635084185982, 0.7500242500682361],0.0,False,True,28.797139282354195,34,17.709159380834848,30.468,pause,0.3500000000000014
0,339.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996478354907595,0.7500250083685387,[-11.996478354907595, 0.7500250083685387],0.0,False,True,28.797139282354195,34,17.709159380834848,30.537,pause,0.28100000000000236
0,340.0,7.4164572785852565,2.0678313150166794,102.12189706003151,-11.996645579638425,0.7500251356486842,[-11.996645579638425, 0.7500251356486842],0.0,False,True,28.797139282354195,34,17.709159380834848,30.605,pause,0.21300000000000097
0,341.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.99661409825785,0.7500248974083661,[-11.99661409825785, 0.7500248974083661],0.0,False,True,28.797139282354195,34,17.709159380834848,30.677,pause,0.1410000000000018
0,342.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996670391905354,0.7500250569682976,[-11.996670391905354, 0.7500250569682976],0.0,False,True,28.797139282354195,34,17.709159380834848,30.735,pause,0.08300000000000196
0,343.0,7.416381807372241,2.0679886051717364,102.11662320982039,-11.99668875534553,0.7500249466411333,[-11.99668875534553, 0.7500249466411333],0.0,False,True,28.797139282354195,34,17.709159380834848,30.804,pause,0.014000000000002899
0,344.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.99651981520583,0.7500243702834268,[-11.99651981520583, 0.7500243702834268],0.0,False,True,28.797139282354195,34,17.709159380834848,30.871,pause,-0.0019999999999988916
0,345.0,7.416184423286233,2.067844499571192,102.19218253168934,-11.996520679065725,0.7500240922126977,[-11.996520679065725, 0.7500240922126977],0.1,False,True,28.797139282354195,34,17.709159380834848,30.937,in_progress,0.0
0,346.0,7.413680729484079,2.0784723964639125,102.20315012484647,-11.997042569622863,0.7500279217219941,[-11.997042569622863, 0.7500279217219941],0.1,False,True,28.82720863906649,34,17.709159380834848,31.003,in_progress,0.0
0,347.0,7.409365082818733,2.1031486705446825,101.9580189477017,-11.999442354077473,0.7500323144886352,[-11.999442354077473, 0.7500323144886352],0.1,False,True,28.966867790662114,34,17.709159380834848,31.069,in_progress,0.0
0,348.0,7.4078087210266155,2.1377883588507016,100.59979285736513,-11.998153883469058,0.7500531444711669,[-11.998153883469058, 0.7500531444711669],0.1,False,True,29.15461328008479,34,17.709159380834848,31.134,in_progress,0.0
0,349.0,7.406810321708087,2.1837973224853036,98.83393352682404,-11.999200800462859,0.7500247890675382,[-11.999200800462859, 0.7500247890675382],0.1,False,True,29.402008437913107,35,17.709159380834848,31.204,in_progress,0.0
0,350.0,7.406478617513753,2.234506719247077,97.18330368506417,-11.99808123424009,0.7500469268015877,[-11.99808123424009, 0.7500469268015877],0.1,False,True,29.65734818702261,35,17.709159380834848,31.27,in_progress,0.0
0,351.0,7.405949327528968,2.2881670847635154,95.74406620227839,-11.998826622351771,0.7500097271349659,[-11.998826622351771, 0.7500097271349659],0.1,False,True,29.73653848038113,35,17.709159380834848,31.339,in_progress,0.0
0,352.0,7.409001285861373,2.337599723047022,94.08075734143439,-11.99873964569997,0.750041615756345,[-11.99873964569997, 0.750041615756345],0.1,False,True,29.975075512692463,35,17.709159380834848,31.406,in_progress,0.0
0,353.0,7.412765054786387,2.3944465685997165,92.29982769273958,-11.99846439853718,0.7500429564643127,[-11.99846439853718, 0.7500429564643127],0.1,False,True,30.24871769752368,36,17.709159380834848,31.467,in_progress,0.0
0,354.0,7.418973622279542,2.445485717648683,90.43921763317861,-11.99884796346305,0.7500355673982995,[-11.99884796346305, 0.7500355673982995],0.1,False,False,30.486918936118755,36,17.709159380834848,31.528,in_progress,0.0
0,355.0,7.427362639478261,2.4967836588653354,88.4283207885046,-11.998796000116272,0.7500412934023188,[-11.998796000116272, 0.7500412934023188],0.1,False,False,30.503524872282274,36,17.709159380834848,31.603,in_progress,0.0
0,356.0,7.438102233932763,2.5519305914085146,86.3202993900259,-11.999030380131444,0.7500387343534385,[-11.999030380131444, 0.7500387343534385],0.001,False,False,30.585448213527044,36,17.709159380834848,31.67,in_progress,0.0
0,357.0,7.4507151830314955,2.6053933759598342,84.31004619637083,-11.999012924621638,0.7500346612614521,[-11.999012924621638, 0.7500346612614521],0.001,False,False,30.782575733271212,36,17.709159380834848,31.738,in_progress,0.0
0,358.0,7.464963710969073,2.6583589254067976,82.27556072270016,-11.999039090631413,0.7500325123473885,[-11.999039090631413, 0.7500325123473885],0.001,False,False,30.971876247986685,37,17.709159380834848,31.803,in_progress,0.0
0,359.0,7.4817728446501,2.708803286720097,80.06952320476556,-11.999078049913805,0.7500235478782997,[-11.999078049913805, 0.7500235478782997],0.001,False,False,31.141091457812664,37,17.709159380834848,31.875,in_progress,0.0
0,360.0,7.499897294606262,2.7576423152366885,77.89790460096626,-11.999283910241502,0.7500287451657641,[-11.999283910241502, 0.7500287451657641],0.001,False,False,31.298595084448184,37,17.709159380834848,31.94,in_progress,0.0
0,361.0,7.520829025407476,2.8074695805443257,75.6720580406892,-11.999076232154039,0.750024637536626,[-11.999076232154039, 0.750024637536626],0.001,False,False,31.34874667224591,37,17.709159380834848,32.006,off_track,2.0
0,362.0,7.095343828461986,2.6258202798814065,127.18741458086382,-11.998873147414997,0.7500237755320995,[-11.998873147414997, 0.7500237755320995],0.0,False,False,31.940939590902108,38,17.709159380834848,32.069,pause,1.9369999999999976
0,363.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997353647719137,0.7500334928045049,[-11.997353647719137, 0.7500334928045049],0.0,False,True,31.93985895248653,38,17.709159380834848,32.137,pause,1.8689999999999998
0,364.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997423813154455,0.7500340519909514,[-11.997423813154455, 0.7500340519909514],0.0,False,True,31.93985895248653,38,17.709159380834848,32.203,pause,1.8029999999999973
0,365.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997389029042097,0.7500344647705788,[-11.997389029042097, 0.7500344647705788],0.0,False,True,31.93985895248653,38,17.709159380834848,32.273,pause,1.732999999999997
0,366.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997438278485788,0.7500344080035575,[-11.997438278485788, 0.7500344080035575],0.0,False,True,31.93985895248653,38,17.709159380834848,32.34,pause,1.6659999999999968
0,367.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997412173834164,0.7500368432883988,[-11.997412173834164, 0.7500368432883988],0.0,False,True,31.93985895248653,38,17.709159380834848,32.407,pause,1.5990000000000038
0,368.0,7.09524011430782,2.6258047897517334,127.19606405443209,-11.997442172927549,0.7500371921960323,[-11.997442172927549, 0.7500371921960323],0.0,False,True,31.94129073055948,38,17.709159380834848,32.473,pause,1.5330000000000013
0,369.0,7.095229630597846,2.625818649059678,127.19848438424718,-11.997410460782703,0.7500368106593669,[-11.997410460782703, 0.7500368106593669],0.0,False,True,31.9413879611552,38,17.709159380834848,32.539,pause,1.4669999999999987
0,370.0,7.095205924696466,2.6258162174549655,127.20587993743419,-11.99737041152548,0.7500350190566678,[-11.99737041152548, 0.7500350190566678],0.0,False,True,31.941472659466164,38,17.709159380834848,32.607,pause,1.399000000000001
0,371.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997438647551462,0.7500347685527231,[-11.997438647551462, 0.7500347685527231],0.0,False,True,31.93985895248653,38,17.709159380834848,32.669,pause,1.3370000000000033
0,372.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997427248948952,0.7500354884359695,[-11.997427248948952, 0.7500354884359695],0.0,False,True,31.93985895248653,38,17.709159380834848,32.742,pause,1.264000000000003
0,373.0,7.095482157153711,2.625430234229132,127.21300285035116,-11.99740057066083,0.7500351475428033,[-11.99740057066083, 0.7500351475428033],0.0,False,True,31.938827475788635,38,17.709159380834848,32.808,pause,1.1980000000000004
0,374.0,7.095423939423893,2.6254580203905276,127.22190640755687,-11.9973792025703,0.7500352232818841,[-11.9973792025703, 0.7500352232818841],0.0,False,True,31.939170590720238,38,17.709159380834848,32.873,pause,1.1330000000000027
0,375.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997367352916626,0.7500379332122975,[-11.997367352916626, 0.7500379332122975],0.0,False,True,31.93985895248653,38,17.709159380834848,32.937,pause,1.0690000000000026
0,376.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997383391688345,0.7500373139919247,[-11.997383391688345, 0.7500373139919247],0.0,False,True,31.93985895248653,38,17.709159380834848,33.007,pause,0.9990000000000023
0,377.0,7.09516105345235,2.6257519343782465,127.214376470157,-11.997383459791308,0.7500370223751816,[-11.997383459791308, 0.7500370223751816],0.0,False,True,31.941394117575726,38,17.709159380834848,33.064,pause,0.9420000000000002
0,378.0,7.095324635845037,2.6256225859517075,127.21866694074899,-11.997464300889987,0.7500350267255271,[-11.997464300889987, 0.7500350267255271],0.0,False,True,31.940224805034333,38,17.709159380834848,33.137,pause,0.8689999999999998
0,379.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997454861819278,0.7500350713271473,[-11.997454861819278, 0.7500350713271473],0.0,False,True,31.93985895248653,38,17.709159380834848,33.202,pause,0.804000000000002
0,380.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997458449797705,0.7500350603804691,[-11.997458449797705, 0.7500350603804691],0.0,False,True,31.93985895248653,38,17.709159380834848,33.269,pause,0.7370000000000019
0,381.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997401724220254,0.7500349922556779,[-11.997401724220254, 0.7500349922556779],0.0,False,True,31.93985895248653,38,17.709159380834848,33.34,pause,0.6659999999999968
0,382.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997366474912269,0.7500336839912052,[-11.997366474912269, 0.7500336839912052],0.0,False,True,31.93985895248653,38,17.709159380834848,33.402,pause,0.6039999999999992
0,383.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997435868164757,0.7500357445605914,[-11.997435868164757, 0.7500357445605914],0.0,False,True,31.93985895248653,38,17.709159380834848,33.47,pause,0.5360000000000014
0,384.0,7.095334232402583,2.6255983279016792,127.21335915783261,-11.99743423316977,0.7500353790783265,[-11.99743423316977, 0.7500353790783265],0.0,False,True,31.940089489049257,38,17.709159380834848,33.539,pause,0.46699999999999875
0,385.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997440896782791,0.7500349431684299,[-11.997440896782791, 0.7500349431684299],0.0,False,True,31.93985895248653,38,17.709159380834848,33.6,pause,0.4059999999999988
0,386.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.99742427180172,0.7500363519975508,[-11.99742427180172, 0.7500363519975508],0.0,False,True,31.93985895248653,38,17.709159380834848,33.672,pause,0.3340000000000032
0,387.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.99749212199822,0.7500348036664946,[-11.99749212199822, 0.7500348036664946],0.0,False,True,31.93985895248653,38,17.709159380834848,33.739,pause,0.267000000000003
0,388.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997491217014613,0.7500360175145033,[-11.997491217014613, 0.7500360175145033],0.0,False,True,31.93985895248653,38,17.709159380834848,33.804,pause,0.20199999999999818
0,389.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997513135691406,0.7500370007037418,[-11.997513135691406, 0.7500370007037418],0.0,False,True,31.93985895248653,38,17.709159380834848,33.873,pause,0.13300000000000267
0,390.0,7.095514185677477,2.6257293744885666,127.16457239233856,-11.99753179930849,0.7500372528083972,[-11.99753179930849, 0.7500372528083972],0.0,False,True,31.939897153467268,38,17.709159380834848,33.939,pause,0.06700000000000017
0,391.0,7.095573590654045,2.6256275819364054,127.16918088538574,-11.997470385889756,0.7500339429097949,[-11.997470385889756, 0.7500339429097949],0.0,False,True,31.939253110621795,38,17.709159380834848,34.004,pause,0.0020000000000024443
0,392.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.99744026499684,0.7500359829173249,[-11.99744026499684, 0.7500359829173249],0.0,False,True,31.93985895248653,38,17.709159380834848,34.071,pause,-0.006999999999997897
0,393.0,7.095368532741957,2.6255748655887157,127.22129914364403,-11.997463327279547,0.7500339371326845,[-11.997463327279547, 0.7500339371326845],0.1,False,True,31.93985895248653,38,17.709159380834848,34.138,in_progress,0.0
0,394.0,7.0886644297800325,2.6346341779611,127.14267084763807,-11.997365134069696,0.7500335998629453,[-11.997365134069696, 0.7500335998629453],0.1,False,True,32.002822602745084,38,17.709159380834848,34.202,in_progress,0.0
0,395.0,7.076710500191981,2.65477100810458,126.47762745493058,-11.998848828632617,0.7500362735736417,[-11.998848828632617, 0.7500362735736417],0.1,False,True,32.13103445970872,38,17.709159380834848,34.272,in_progress,0.0
0,396.0,7.060969056138445,2.6846305929912835,125.26002512393681,-11.99967538578494,0.7500233093287534,[-11.99967538578494, 0.7500233093287534],0.1,False,True,32.19676866646491,38,17.709159380834848,34.339,in_progress,0.0
0,397.0,7.040458074470815,2.726559654118284,123.47707694381687,-11.998577950405888,0.7500278778716165,[-11.998577950405888, 0.7500278778716165],0.1,False,True,32.38582382810347,38,17.709159380834848,34.401,in_progress,0.0
0,398.0,7.019328109703312,2.772691683398738,121.66728698485342,-11.998813988466281,0.7499986960308433,[-11.998813988466281, 0.7499986960308433],0.1,False,True,32.63954392114342,39,17.709159380834848,34.466,in_progress,0.0
0,399.0,6.997923842138441,2.820114321307229,120.11140536168972,-11.99897464584501,0.7500405419887102,[-11.99897464584501, 0.7500405419887102],0.1,False,True,32.89894670096563,39,17.709159380834848,34.534,in_progress,0.0
0,400.0,6.9786121713029985,2.8698573259027036,118.28575617051094,-11.999327607394662,0.7500414139431086,[-11.999327607394662, 0.7500414139431086],0.1,False,True,33.048579672509135,39,17.709159380834848,34.604,in_progress,0.0
0,401.0,6.960744518586563,2.921696142888971,116.27530054069693,-11.999496947017178,0.7500367136744899,[-11.999496947017178, 0.7500367136744899],0.1,False,False,33.11382224789076,39,17.709159380834848,34.666,in_progress,0.0
0,402.0,6.945099509515191,2.970991611688127,114.548202912218,-11.999564683108474,0.7500341427694366,[-11.999564683108474, 0.7500341427694366],0.001,False,False,33.32618233209794,39,17.709159380834848,34.739,in_progress,0.0
0,403.0,6.930660344843573,3.0215442261285226,112.73714518163817,-11.999615429900587,0.7500287258517346,[-11.999615429900587, 0.7500287258517346],0.001,False,False,33.53603523211779,40,17.709159380834848,34.804,in_progress,0.0
0,404.0,6.916495162276643,3.0750702262596668,111.10516024207304,-11.999604849188472,0.7500284482248389,[-11.999604849188472, 0.7500284482248389],0.001,False,False,33.75268578327931,40,17.709159380834848,34.869,in_progress,0.0
0,405.0,6.90606979634192,3.1269349136113984,109.14857177493197,-11.999849842068215,0.7500318427737511,[-11.999849842068215, 0.7500318427737511],0.001,False,False,33.893893204394836,40,17.709159380834848,34.938,in_progress,0.0
0,406.0,6.896519859917264,3.1814508525314062,107.14788518898517,-11.999588329439575,0.7500323590429616,[-11.999588329439575, 0.7500323590429616],0.001,False,False,33.893893204394836,40,17.709159380834848,35.004,in_progress,0.0
0,407.0,6.889507708680714,3.2336008364397077,105.28328284821848,-11.999604351382004,0.7500263861584244,[-11.999604351382004, 0.7500263861584244],0.001,False,False,33.893893204394836,40,17.709159380834848,35.07,in_progress,0.0
0,408.0,6.882724217859205,3.284720354000857,103.68333984095088,-11.999666188708943,0.7500301792788377,[-11.999666188708943, 0.7500301792788377],0.001,False,False,33.94337579813015,40,17.709159380834848,35.141,off_track,1.993000000000002
0,409.0,6.636828354742265,2.911869450690547,150.9343340711993,-11.999511318608711,0.7500337974415743,[-11.999511318608711, 0.7500337974415743],0.0,False,True,34.514209071532164,41,17.709159380834848,35.208,pause,1.926000000000002
0,410.0,6.636320296039037,2.9123298340469876,150.84188260275627,-11.997401360655203,0.7500462707175757,[-11.997401360655203, 0.7500462707175757],0.0,False,True,34.5178022997672,41,17.709159380834848,35.27,pause,1.8639999999999972
0,411.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997684396570548,0.7500450290135632,[-11.997684396570548, 0.7500450290135632],0.0,False,True,34.51275953147392,41,17.709159380834848,35.34,pause,1.793999999999997
0,412.0,6.636659139237002,2.9115809751132704,150.95834112069952,-11.99764007149497,0.7500442348427896,[-11.99764007149497, 0.7500442348427896],0.0,False,True,34.51453934233939,41,17.709159380834848,35.401,pause,1.732999999999997
0,413.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997633458697237,0.7500441374795628,[-11.997633458697237, 0.7500441374795628],0.0,False,True,34.51275953147392,41,17.709159380834848,35.473,pause,1.6610000000000014
0,414.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997674239537446,0.7500438066963397,[-11.997674239537446, 0.7500438066963397],0.0,False,True,34.51275953147392,41,17.709159380834848,35.534,pause,1.6000000000000014
0,415.0,6.636788765677018,2.911569241304697,150.95723622777655,-11.997743519634241,0.7500459053408122,[-11.997743519634241, 0.7500459053408122],0.0,False,True,34.51382992315434,41,17.709159380834848,35.609,pause,1.5249999999999986
0,416.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997751338640228,0.7500472131505376,[-11.997751338640228, 0.7500472131505376],0.0,False,True,34.51275953147392,41,17.709159380834848,35.669,pause,1.4650000000000034
0,417.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997610415273812,0.7500468343168905,[-11.997610415273812, 0.7500468343168905],0.0,False,True,34.51275953147392,41,17.709159380834848,35.738,pause,1.3960000000000008
0,418.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997603537136456,0.7500461105664726,[-11.997603537136456, 0.7500461105664726],0.0,False,True,34.51275953147392,41,17.709159380834848,35.81,pause,1.323999999999998
0,419.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997742996813031,0.7500455099325336,[-11.997742996813031, 0.7500455099325336],0.0,False,True,34.51275953147392,41,17.709159380834848,35.876,pause,1.2580000000000027
0,420.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997551383363316,0.7500462834395876,[-11.997551383363316, 0.7500462834395876],0.0,False,True,34.51275953147392,41,17.709159380834848,35.932,pause,1.2019999999999982
0,421.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997604975680588,0.7500448987157142,[-11.997604975680588, 0.7500448987157142],0.0,False,True,34.51275953147392,41,17.709159380834848,36.006,pause,1.1280000000000001
0,422.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.99766175050172,0.7500434327521361,[-11.99766175050172, 0.7500434327521361],0.0,False,True,34.51275953147392,41,17.709159380834848,36.07,pause,1.064
0,423.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997614078427432,0.7500424923091487,[-11.997614078427432, 0.7500424923091487],0.0,False,True,34.51275953147392,41,17.709159380834848,36.141,pause,0.9930000000000021
0,424.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997712456039153,0.7500435131623817,[-11.997712456039153, 0.7500435131623817],0.0,False,True,34.51275953147392,41,17.709159380834848,36.204,pause,0.9299999999999997
0,425.0,6.636904404172685,2.9117613585304296,150.91421879590862,-11.997640416462673,0.7500429438186984,[-11.997640416462673, 0.7500429438186984],0.0,False,True,34.51359437485906,41,17.709159380834848,36.273,pause,0.8609999999999971
0,426.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997613453451777,0.7500431998487329,[-11.997613453451777, 0.7500431998487329],0.0,False,True,34.51275953147392,41,17.709159380834848,36.331,pause,0.8029999999999973
0,427.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997604635951575,0.7500433949171565,[-11.997604635951575, 0.7500433949171565],0.0,False,True,34.51275953147392,41,17.709159380834848,36.403,pause,0.7310000000000016
0,428.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997689758631168,0.7500433872737631,[-11.997689758631168, 0.7500433872737631],0.0,False,True,34.51275953147392,41,17.709159380834848,36.466,pause,0.6679999999999993
0,429.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997598106972873,0.7500434636531281,[-11.997598106972873, 0.7500434636531281],0.0,False,True,34.51275953147392,41,17.709159380834848,36.541,pause,0.5930000000000035
0,430.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997572794934968,0.7500464113400085,[-11.997572794934968, 0.7500464113400085],0.0,False,True,34.51275953147392,41,17.709159380834848,36.602,pause,0.5320000000000036
0,431.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.99756075302139,0.7500427946542914,[-11.99756075302139, 0.7500427946542914],0.0,False,True,34.51275953147392,41,17.709159380834848,36.667,pause,0.46699999999999875
0,432.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997684747824678,0.7500450399311376,[-11.997684747824678, 0.7500450399311376],0.0,False,True,34.51275953147392,41,17.709159380834848,36.738,pause,0.3960000000000008
0,433.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997549313819036,0.7500432468004874,[-11.997549313819036, 0.7500432468004874],0.0,False,True,34.51275953147392,41,17.709159380834848,36.807,pause,0.3269999999999982
0,434.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997581817267928,0.7500434799694631,[-11.997581817267928, 0.7500434799694631],0.0,False,True,34.51275953147392,41,17.709159380834848,36.872,pause,0.26200000000000045
0,435.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997623290924821,0.7500442743730673,[-11.997623290924821, 0.7500442743730673],0.0,False,True,34.51275953147392,41,17.709159380834848,36.934,pause,0.20000000000000284
0,436.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997628462297143,0.7500457004643977,[-11.997628462297143, 0.7500457004643977],0.0,False,True,34.51275953147392,41,17.709159380834848,36.999,pause,0.134999999999998
0,437.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997642636357341,0.7500450787701993,[-11.997642636357341, 0.7500450787701993],0.0,False,True,34.51275953147392,41,17.709159380834848,37.068,pause,0.0660000000000025
0,438.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.997655571991345,0.7500446763187938,[-11.997655571991345, 0.7500446763187938],0.0,False,True,34.51275953147392,41,17.709159380834848,37.133,pause,0.0009999999999976694
0,439.0,6.637603911436566,2.911411854710325,150.91379490987762,-11.997592527768575,0.7500451739542768,[-11.997592527768575, 0.7500451739542768],0.0,False,True,34.50920483724946,41,17.709159380834848,37.205,pause,-0.006999999999997897
0,440.0,6.637005862497579,2.9116096205976585,150.95938465902117,-11.99760453851195,0.7500437819180661,[-11.99760453851195, 0.7500437819180661],0.1,False,True,34.51275953147392,41,17.709159380834848,37.265,in_progress,0.0
0,441.0,6.6295542341569975,2.916359434698366,150.82775749713943,-11.996776470652549,0.7500455748086097,[-11.996776470652549, 0.7500455748086097],0.1,False,True,34.561533409027945,41,17.709159380834848,37.331,in_progress,0.0
0,442.0,6.6085798121055,2.9304765575618745,150.2744025621911,-11.997612658218713,0.7500271379212791,[-11.997612658218713, 0.7500271379212791],0.1,False,True,34.7002856140494,41,17.709159380834848,37.401,in_progress,0.0
0,443.0,6.583479938838664,2.951427306121977,148.84396531344885,-11.997503767866874,0.7500490233796882,[-11.997503767866874, 0.7500490233796882],0.1,False,True,34.74022288420311,41,17.709159380834848,37.47,in_progress,0.0
0,444.0,6.54652550731256,2.9825400655752423,147.06302268318004,-11.99892019595427,0.7500459902221337,[-11.99892019595427, 0.7500459902221337],0.1,False,True,34.91766596339566,41,17.709159380834848,37.534,in_progress,0.0
0,445.0,6.511917728496577,3.0132426510894543,145.48308780573223,-11.997920551977586,0.7500364207880921,[-11.997920551977586, 0.7500364207880921],0.1,False,True,35.143977971820725,41,17.709159380834848,37.605,in_progress,0.0
0,446.0,6.471187871424865,3.049878920428393,143.85196029684627,-11.997869550585165,0.7500336836274073,[-11.997869550585165, 0.7500336836274073],0.1,False,True,35.41089522035805,42,17.709159380834848,37.67,in_progress,0.0
0,447.0,6.433898070615513,3.0862946241781413,142.26910729924927,-11.998475518834312,0.750049745227443,[-11.998475518834312, 0.750049745227443],0.1,False,True,35.582810068574915,42,17.709159380834848,37.735,in_progress,0.0
0,448.0,6.397123151064558,3.124441315953401,140.48090194580854,-11.999010074119724,0.7500470977465739,[-11.999010074119724, 0.7500470977465739],0.1,False,False,35.63049691234254,42,17.709159380834848,37.805,in_progress,0.0
0,449.0,6.3616271824688235,3.1652674722121397,138.5183763459997,-11.999212456808891,0.7500439002942585,[-11.999212456808891, 0.7500439002942585],0.001,False,False,35.846286410019204,42,17.709159380834848,37.87,in_progress,0.0
0,450.0,6.330617218118399,3.2035598412953377,136.65770682874637,-11.999567551323707,0.7500414676433138,[-11.999567551323707, 0.7500414676433138],0.001,False,False,36.035822035396194,43,17.709159380834848,37.938,in_progress,0.0
