episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,34.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998841389431618,0.7500554455873498,[-11.998841389431618, 0.7500554455873498],0.0,False,True,7.229131981043013,9,17.709159380834848,10.133,pause,1.532
0,35.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998850289179245,0.7500550149961782,[-11.998850289179245, 0.7500550149961782],0.0,False,True,7.229131981043013,9,17.709159380834848,10.262,pause,1.4029999999999987
0,36.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.99878242300474,0.7500528723285242,[-11.99878242300474, 0.7500528723285242],0.0,False,True,7.229131981043013,9,17.709159380834848,10.336,pause,1.3289999999999988
0,37.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998760030881385,0.7500534158971277,[-11.998760030881385, 0.7500534158971277],0.0,False,True,7.229131981043013,9,17.709159380834848,10.403,pause,1.2619999999999987
0,38.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.99877151880355,0.7500530129291292,[-11.99877151880355, 0.7500530129291292],0.0,False,True,7.229131981043013,9,17.709159380834848,10.473,pause,1.1919999999999984
0,39.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998769216792425,0.7500528065502294,[-11.998769216792425, 0.7500528065502294],0.0,False,True,7.229131981043013,9,17.709159380834848,10.535,pause,1.129999999999999
0,40.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998781928472454,0.7500528277014382,[-11.998781928472454, 0.7500528277014382],0.0,False,True,7.229131981043013,9,17.709159380834848,10.604,pause,1.061
0,41.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998805832088692,0.75005361427975,[-11.998805832088692, 0.75005361427975],0.0,False,True,7.229131981043013,9,17.709159380834848,10.672,pause,0.9929999999999986
0,42.0,4.340118517515895,0.49336612274096814,0.06723018957656429,-11.998807506242883,0.7500533603051736,[-11.998807506242883, 0.7500533603051736],0.0,False,True,7.229691355107095,9,17.709159380834848,10.734,pause,0.9309999999999992
0,43.0,4.3401736037852086,0.4933664738851806,0.05070148097711235,-11.998780441994313,0.7500546632581973,[-11.998780441994313, 0.7500546632581973],0.0,False,True,7.230002416693003,9,17.709159380834848,10.805,pause,0.8599999999999994
0,44.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.99882283792249,0.7500544694557902,[-11.99882283792249, 0.7500544694557902],0.0,False,True,7.229131981043013,9,17.709159380834848,10.868,pause,0.7969999999999988
0,45.0,4.3401322903421615,0.49318124707637157,0.011029902015813154,-11.998770009930013,0.7500527605334355,[-11.998770009930013, 0.7500527605334355],0.0,False,True,7.229768752034357,9,17.709159380834848,10.932,pause,0.7329999999999988
0,46.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998758268455276,0.7500533747370355,[-11.998758268455276, 0.7500533747370355],0.0,False,True,7.229131981043013,9,17.709159380834848,11.002,pause,0.6629999999999985
0,47.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998800084460527,0.7500529512799403,[-11.998800084460527, 0.7500529512799403],0.0,False,True,7.229131981043013,9,17.709159380834848,11.054,pause,0.6109999999999989
0,48.0,4.339986801144134,0.4931822958952905,0.009577676624669882,-11.998758005865966,0.7500528416894667,[-11.998758005865966, 0.7500528416894667],0.0,False,True,7.228947206480763,9,17.709159380834848,11.139,pause,0.5259999999999998
0,49.0,4.340245560870307,0.49300353770502525,-0.03063668084080088,-11.998773836006876,0.7500519029781572,[-11.998773836006876, 0.7500519029781572],0.0,False,True,7.230408006643637,9,17.709159380834848,11.19,pause,0.47499999999999964
0,50.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998770531048649,0.7500536394290975,[-11.998770531048649, 0.7500536394290975],0.0,False,True,7.229131981043013,9,17.709159380834848,11.261,pause,0.4039999999999999
0,51.0,4.340000062694678,0.4931591513853495,0.013382968106025763,-11.998815183935221,0.7500526292606082,[-11.998815183935221, 0.7500526292606082],0.0,False,True,7.229022044742566,9,17.709159380834848,11.335,pause,0.3299999999999983
0,52.0,4.339993547763578,0.493138341150889,0.010226553379139124,-11.99878744664602,0.7500527648480784,[-11.99878744664602, 0.7500527648480784],0.0,False,True,7.228985214005587,9,17.709159380834848,11.397,pause,0.2679999999999989
0,53.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998805000708671,0.7500548277894268,[-11.998805000708671, 0.7500548277894268],0.0,False,True,7.229131981043013,9,17.709159380834848,11.492,pause,0.17299999999999827
0,54.0,4.340240263323765,0.49332898658151386,0.03610618419525422,-11.998784141556825,0.7500547148956684,[-11.998784141556825, 0.7500547148956684],0.0,False,True,7.230378753325397,9,17.709159380834848,11.54,pause,0.125
0,55.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.99879841816437,0.7500533667662239,[-11.99879841816437, 0.7500533667662239],0.0,False,True,7.229131981043013,9,17.709159380834848,11.611,pause,0.053999999999998494
0,56.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998793214181205,0.7500538086569577,[-11.998793214181205, 0.7500538086569577],0.0,False,True,7.229131981043013,9,17.709159380834848,11.68,pause,-0.008000000000000895
0,57.0,4.340019515656699,0.4932031841049942,0.020252543640942648,-11.998797819513129,0.75005338666233,[-11.998797819513129, 0.75005338666233],0.1,False,True,7.229131981043013,9,17.709159380834848,11.727,in_progress,0.0
0,58.0,4.3476351948507235,0.4930350889903218,-0.036430486141527114,-11.998678845076938,0.7500519014101883,[-11.998678845076938, 0.7500519014101883],0.1,False,True,7.272135819293495,9,17.709159380834848,11.804,in_progress,0.0
0,59.0,4.369517335080964,0.4894205510204801,-0.9612458058457437,-11.998807422423852,0.7500552194214833,[-11.998807422423852, 0.7500552194214833],0.1,False,True,7.395692440920386,9,17.709159380834848,11.870000000000001,in_progress,0.0
0,60.0,4.399269283313016,0.48366265290576066,-2.2499898488874694,-11.997696508158697,0.7500357939607056,[-11.997696508158697, 0.7500357939607056],0.1,False,True,7.5636839032104035,9,17.709159380834848,11.94,in_progress,0.0
0,61.0,4.443018004254977,0.4747262330759768,-4.006285245038683,-11.994286887464114,0.7500535340295755,[-11.994286887464114, 0.7500535340295755],0.1,False,True,7.810710515651762,9,17.709159380834848,12.001,in_progress,0.0
0,62.0,4.487905099375026,0.46427261758805505,-5.697318664893284,-11.994831554533448,0.7500551815937797,[-11.994831554533448, 0.7500551815937797],0.1,False,True,8.064157750865938,10,17.709159380834848,12.071,in_progress,0.0
0,63.0,4.53911755249481,0.4522051988698587,-7.296185289118892,-11.997143742861226,0.7500384504455724,[-11.997143742861226, 0.7500384504455724],0.1,False,True,8.35331974572983,10,17.709159380834848,12.138,in_progress,0.0
0,64.0,4.592306253089821,0.43814281248602005,-8.925702960941756,-11.997483347979141,0.7500188491758308,[-11.997483347979141, 0.7500188491758308],0.1,False,True,8.6536206348866,10,17.709159380834848,12.202,in_progress,0.0
0,65.0,4.646308754592159,0.4222794001733521,-10.565413613718185,-12.000477073339425,0.7500325803594023,[-12.000477073339425, 0.7500325803594023],0.1,False,True,8.958528767534737,11,17.709159380834848,12.27,in_progress,0.0
0,66.0,4.694188520510152,0.4058676120904951,-12.162376632007526,-11.99912447380484,0.7500146293205034,[-11.99912447380484, 0.7500146293205034],0.1,False,True,9.22886192913301,11,17.709159380834848,12.334,in_progress,0.0
0,67.0,4.746887294771044,0.38493902319637013,-14.28760233926978,-11.998733115804498,0.7500061709083639,[-11.998733115804498, 0.7500061709083639],0.1,False,True,9.526368781633408,11,17.709159380834848,12.401,in_progress,0.0
0,68.0,4.797594815597681,0.3640319473334018,-15.922831712521676,-11.997411396412645,0.7499954962031552,[-11.997411396412645, 0.7499954962031552],0.1,False,True,9.812658343299022,12,17.709159380834848,12.471,in_progress,0.0
0,69.0,4.84414114525823,0.34171340963327124,-17.850421017535563,-11.995290241087787,0.7500196331402549,[-11.995290241087787, 0.7500196331402549],0.1,False,False,10.075447445599652,12,17.709159380834848,12.535,in_progress,0.0
0,70.0,4.89135414227133,0.3192178877587238,-19.44274084367519,-11.998065536376089,0.7500273484765785,[-11.998065536376089, 0.7500273484765785],0.1,False,False,10.341992088813958,12,17.709159380834848,12.601,in_progress,0.0
0,71.0,4.939178264629337,0.2920696363853264,-21.48877334968094,-11.996270485280547,0.7500034722095279,[-11.996270485280547, 0.7500034722095279],0.001,False,False,10.611985492397785,13,17.709159380834848,12.671,in_progress,0.0
0,72.0,4.984239724081225,0.265979066974128,-23.285615324200826,-11.997396944963839,0.7500105352264654,[-11.997396944963839, 0.7500105352264654],0.001,False,False,10.866381027337756,13,17.709159380834848,12.733,in_progress,0.0
0,73.0,5.0294495806877935,0.2364949615811353,-25.197236722911452,-11.998548914052662,0.7500084310704551,[-11.998548914052662, 0.7500084310704551],0.001,False,False,11.121699356487005,13,17.709159380834848,12.801,in_progress,0.0
0,74.0,5.073953503962491,0.2077428249774328,-26.826331701150536,-11.99773185752565,0.7499954898430587,[-11.99773185752565, 0.7499954898430587],0.001,False,False,11.372946687515476,13,17.709159380834848,12.873,in_progress,0.0
0,75.0,5.120666932084619,0.17380354852448826,-28.740061028302105,-11.99712030365481,0.7499898539481364,[-11.99712030365481, 0.7499898539481364],0.001,False,False,11.636660319633696,14,17.709159380834848,12.938,in_progress,0.0
0,76.0,5.160508469765246,0.14223377542033522,-30.661710292091755,-11.997086185379885,0.7499933893332127,[-11.997086185379885, 0.7499933893332127],0.001,False,False,11.861728537243915,14,17.709159380834848,13.001,in_progress,0.0
0,77.0,5.202826643202022,0.10604456209148895,-32.821506889887594,-11.997105589485727,0.7499851810980545,[-11.997105589485727, 0.7499851810980545],0.001,False,False,12.100628883266802,14,17.709159380834848,13.073,off_track,2.0
0,78.0,5.300597763147748,0.4936209249092756,0.04419212555372753,-11.997504367958754,0.7499900578895904,[-11.997504367958754, 0.7499900578895904],0.0,False,False,12.653383275659927,15,17.709159380834848,13.136,pause,1.9370000000000012
0,79.0,5.3012194842464595,0.4935915879348875,0.03292509593477734,-11.999024858683697,0.7500717665461707,[-11.999024858683697, 0.7500717665461707],0.0,False,True,12.656893957323426,15,17.709159380834848,13.196,pause,1.8770000000000007
0,80.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.998966071681934,0.7500691053137416,[-11.998966071681934, 0.7500691053137416],0.0,False,True,12.652280503493946,15,17.709159380834848,13.271,pause,1.8019999999999996
0,81.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999073095226777,0.7500707858343958,[-11.999073095226777, 0.7500707858343958],0.0,False,True,12.652280503493946,15,17.709159380834848,13.332,pause,1.7409999999999997
0,82.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999033306332421,0.7500710372696631,[-11.999033306332421, 0.7500710372696631],0.0,False,True,12.652280503493946,15,17.709159380834848,13.398,pause,1.6750000000000007
0,83.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.998979030366172,0.7500691443710821,[-11.998979030366172, 0.7500691443710821],0.0,False,True,12.652280503493946,15,17.709159380834848,13.476,pause,1.5969999999999995
0,84.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999032660205557,0.7500708639272489,[-11.999032660205557, 0.7500708639272489],0.0,False,True,12.652280503493946,15,17.709159380834848,13.533,pause,1.540000000000001
0,85.0,5.300483011309761,0.49361040008471535,0.041020834432881716,-11.999058157889522,0.7500706740684109,[-11.999058157889522, 0.7500706740684109],0.0,False,True,12.652735277589613,15,17.709159380834848,13.599,pause,1.4740000000000002
0,86.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999026394667453,0.7500709748419467,[-11.999026394667453, 0.7500709748419467],0.0,False,True,12.652280503493946,15,17.709159380834848,13.669,pause,1.404
0,87.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.998983414559916,0.750070384281571,[-11.998983414559916, 0.750070384281571],0.0,False,True,12.652280503493946,15,17.709159380834848,13.735,pause,1.338000000000001
0,88.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.9989695883487,0.7500690924061928,[-11.9989695883487, 0.7500690924061928],0.0,False,True,12.652280503493946,15,17.709159380834848,13.799,pause,1.274000000000001
0,89.0,5.300520628449233,0.4935540667937649,0.023656241652440183,-11.998988557643315,0.7500686413259245,[-11.998988557643315, 0.7500686413259245],0.0,False,True,12.65294759780958,15,17.709159380834848,13.868,pause,1.205
0,90.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999036215049273,0.7500697667492204,[-11.999036215049273, 0.7500697667492204],0.0,False,True,12.652280503493946,15,17.709159380834848,13.937,pause,1.136000000000001
0,91.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999075369603815,0.7500712009132258,[-11.999075369603815, 0.7500712009132258],0.0,False,True,12.652280503493946,15,17.709159380834848,14.004,pause,1.0690000000000008
0,92.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999013900458522,0.7500701454846421,[-11.999013900458522, 0.7500701454846421],0.0,False,True,12.652280503493946,15,17.709159380834848,14.069,pause,1.0039999999999996
0,93.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999033906555269,0.750070031361247,[-11.999033906555269, 0.750070031361247],0.0,False,True,12.652280503493946,15,17.709159380834848,14.136,pause,0.9370000000000012
0,94.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999035693603219,0.7500699260854162,[-11.999035693603219, 0.7500699260854162],0.0,False,True,12.652280503493946,15,17.709159380834848,14.202,pause,0.8710000000000004
0,95.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999046567223559,0.7500707826184225,[-11.999046567223559, 0.7500707826184225],0.0,False,True,12.652280503493946,15,17.709159380834848,14.271,pause,0.8019999999999996
0,96.0,5.300597982605542,0.4935976822572055,0.03021771072478094,-11.998977027615183,0.7500720259195077,[-11.998977027615183, 0.7500720259195077],0.0,False,True,12.65338447525913,15,17.709159380834848,14.336,pause,0.7370000000000001
0,97.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999002557844506,0.7500694675327395,[-11.999002557844506, 0.7500694675327395],0.0,False,True,12.652280503493946,15,17.709159380834848,14.404,pause,0.6690000000000005
0,98.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.998972685920307,0.7500696207207511,[-11.998972685920307, 0.7500696207207511],0.0,False,True,12.652280503493946,15,17.709159380834848,14.468,pause,0.6050000000000004
0,99.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.998940762001439,0.7500696507340763,[-11.998940762001439, 0.7500696507340763],0.0,False,True,12.652280503493946,15,17.709159380834848,14.534,pause,0.5389999999999997
0,100.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.998973877853132,0.7500699089869158,[-11.998973877853132, 0.7500699089869158],0.0,False,True,12.652280503493946,15,17.709159380834848,14.598,pause,0.47499999999999964
0,101.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999062658578623,0.7500704539488652,[-11.999062658578623, 0.7500704539488652],0.0,False,True,12.652280503493946,15,17.709159380834848,14.666,pause,0.40700000000000003
0,102.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999063514580484,0.7500710391832399,[-11.999063514580484, 0.7500710391832399],0.0,False,True,12.652280503493946,15,17.709159380834848,14.73,pause,0.34299999999999997
0,103.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999050081532914,0.7500713400440873,[-11.999050081532914, 0.7500713400440873],0.0,False,True,12.652280503493946,15,17.709159380834848,14.798,pause,0.27500000000000036
0,104.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999047522433102,0.7500706275895936,[-11.999047522433102, 0.7500706275895936],0.0,False,True,12.652280503493946,15,17.709159380834848,14.869,pause,0.20400000000000063
0,105.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999002806813223,0.7500707207000232,[-11.999002806813223, 0.7500707207000232],0.0,False,True,12.652280503493946,15,17.709159380834848,14.935,pause,0.1379999999999999
0,106.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.99903721537703,0.7500702620018274,[-11.99903721537703, 0.7500702620018274],0.0,False,True,12.652280503493946,15,17.709159380834848,15.003,pause,0.07000000000000028
0,107.0,5.300816633918981,0.49355805827473803,0.013060340654339456,-11.999034732893051,0.7500699586380506,[-11.999034732893051, 0.7500699586380506],0.0,False,True,12.654619086869214,15,17.709159380834848,15.067,pause,0.006000000000000227
0,108.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999078088811075,0.7500702779725543,[-11.999078088811075, 0.7500702779725543],0.0,False,True,12.652280503493946,15,17.709159380834848,15.136,pause,-0.0009999999999994458
0,109.0,5.30040249336323,0.4935483877667922,0.01733464882632729,-11.999068945660838,0.7500696795759723,[-11.999068945660838, 0.7500696795759723],0.5,False,True,12.652280503493946,15,17.709159380834848,15.204,in_progress,0.0
0,110.0,5.3106612015469725,0.4926506689187128,-0.23568291184559798,-11.99902304563875,0.7500681241290295,[-11.99902304563875, 0.7500681241290295],0.1,False,True,12.71004916406232,15,17.709159380834848,15.268,in_progress,0.0
0,111.0,5.333303504304336,0.48883393804150665,-1.139028465056257,-11.997865267563611,0.750056188331655,[-11.997865267563611, 0.750056188331655],0.1,False,True,12.837895930909117,15,17.709159380834848,15.332,in_progress,0.0
0,112.0,5.3660599801281625,0.48256429183424915,-2.461624546897175,-11.995309513178654,0.7500501999202243,[-11.995309513178654, 0.7500501999202243],0.1,False,True,13.02284914236429,15,17.709159380834848,15.399000000000001,in_progress,0.0
0,113.0,5.410081901886571,0.47161008678888167,-4.592558348183115,-11.99347492621746,0.7500590139825363,[-11.99347492621746, 0.7500590139825363],0.1,False,True,13.271404145092475,16,17.709159380834848,15.468,in_progress,0.0
0,114.0,5.458247905240668,0.45895620310681884,-6.64063068577277,-11.995647999050561,0.7500327460475091,[-11.995647999050561, 0.7500327460475091],0.1,False,True,13.54206363768726,16,17.709159380834848,15.541,in_progress,0.0
0,115.0,5.504637864190149,0.4462063122218855,-8.328843493315018,-11.997040405520238,0.7500319494356518,[-11.997040405520238, 0.7500319494356518],0.1,False,True,13.803912497059956,16,17.709159380834848,15.604,in_progress,0.0
0,116.0,5.553726445039041,0.4307943329513983,-10.143608155703873,-11.998356433337904,0.7499998807012389,[-11.998356433337904, 0.7499998807012389],0.1,False,True,14.080977885062135,17,17.709159380834848,15.671,in_progress,0.0
0,117.0,5.602813144868487,0.4140461664346669,-11.96412206951734,-11.998537679421133,0.7500054414263104,[-11.998537679421133, 0.7500054414263104],0.1,False,True,14.358021598405827,17,17.709159380834848,15.738,in_progress,0.0
0,118.0,5.6515087700063855,0.39572081710712526,-13.741980981219212,-11.999381946749054,0.750005918244824,[-11.999381946749054, 0.750005918244824],0.1,False,True,14.635759906884992,17,17.709159380834848,15.804,in_progress,0.0
0,119.0,5.698977848639328,0.3736059856144307,-16.080372418940335,-11.9969313624606,0.7499668968921469,[-11.9969313624606, 0.7499668968921469],0.1,False,True,14.903848545988682,18,17.709159380834848,15.871,in_progress,0.0
0,120.0,5.745442767365385,0.35145499963851745,-17.899338302021793,-11.99697879931773,0.7500325783403241,[-11.99697879931773, 0.7500325783403241],0.1,False,False,15.166266966006733,18,17.709159380834848,15.936,in_progress,0.0
0,121.0,5.792396419815854,0.32686278385997714,-19.849499179254067,-11.997169354028301,0.7500203489871637,[-11.997169354028301, 0.7500203489871637],0.1,False,False,15.440119644351569,18,17.709159380834848,16.004,in_progress,0.0
0,122.0,5.839713873089184,0.3022269093986642,-21.478944028484523,-11.995982274063863,0.7500193610976567,[-11.995982274063863, 0.7500193610976567],0.001,False,False,15.707951603335909,19,17.709159380834848,16.066,in_progress,0.0
0,123.0,5.881929452343983,0.27545293187999137,-23.51308984347411,-11.997622500930447,0.7500138829436764,[-11.997622500930447, 0.7500138829436764],0.001,False,False,15.947030421439928,19,17.709159380834848,16.136,in_progress,0.0
0,124.0,5.925619282567301,0.24619810614279414,-25.695432081363254,-11.997646789590362,0.7500037886611608,[-11.997646789590362, 0.7500037886611608],0.001,False,False,16.20374670272313,19,17.709159380834848,16.206,in_progress,0.0
0,125.0,5.969379520413388,0.21392010655754107,-27.96844227985794,-11.997632898157462,0.7499931898696559,[-11.997632898157462, 0.7499931898696559],0.001,False,False,16.452368076609226,19,17.709159380834848,16.271,in_progress,0.0
